fips,county_name,population
29049,"Clinton County, Missouri",21155
29051,"Cole County, Missouri",76890
29053,"Cooper County, Missouri",16893
29055,"Crawford County, Missouri",23023
29057,"Dade County, Missouri",7598
29059,"Dallas County, Missouri",17158
29061,"Daviess County, Missouri",8418
29063,"DeKalb County, Missouri",11838
29065,"Dent County, Missouri",14509
29067,"Douglas County, Missouri",11803
29069,"Dunklin County, Missouri",28174
29071,"Franklin County, Missouri",104858
29073,"Gasconade County, Missouri",14801
29075,"Gentry County, Missouri",6219
29077,"Greene County, Missouri",299188
29079,"Grundy County, Missouri",9878
29081,"Harrison County, Missouri",8190
29083,"Henry County, Missouri",22064
29085,"Hickory County, Missouri",8452
29087,"Holt County, Missouri",4274
29089,"Howard County, Missouri",10142
29091,"Howell County, Missouri",39960
29093,"Iron County, Missouri",9538
29095,"Jackson County, Missouri",715526
29097,"Jasper County, Missouri",122788
29099,"Jefferson County, Missouri",226984
29101,"Johnson County, Missouri",54025
29103,"Knox County, Missouri",3772
29105,"Laclede County, Missouri",36060
29107,"Lafayette County, Missouri",32858
29109,"Lawrence County, Missouri",38231
29111,"Lewis County, Missouri",9987
29113,"Lincoln County, Missouri",60172
29115,"Linn County, Missouri",11892
29117,"Livingston County, Missouri",14402
29119,"McDonald County, Missouri",23381
29121,"Macon County, Missouri",15173
29123,"Madison County, Missouri",12649
29125,"Maries County, Missouri",8454
29127,"Marion County, Missouri",28525
29129,"Mercer County, Missouri",3517
29131,"Miller County, Missouri",24855
29133,"Mississippi County, Missouri",12305
29135,"Moniteau County, Missouri",15401
29137,"Monroe County, Missouri",8668
29139,"Montgomery County, Missouri",11421
29141,"Morgan County, Missouri",21169
29143,"New Madrid County, Missouri",16341
29145,"Newton County, Missouri",59019
29147,"Nodaway County, Missouri",21140
29149,"Oregon County, Missouri",8783
29151,"Osage County, Missouri",13374
29153,"Ozark County, Missouri",8688
29155,"Pemiscot County, Missouri",15555
29157,"Perry County, Missouri",18970
29159,"Pettis County, Missouri",43059
29161,"Phelps County, Missouri",44843
29163,"Pike County, Missouri",17719
29165,"Platte County, Missouri",107033
29167,"Polk County, Missouri",31877
29169,"Pulaski County, Missouri",53726
29171,"Putnam County, Missouri",4698
29173,"Ralls County, Missouri",10356
29175,"Randolph County, Missouri",24652
29177,"Ray County, Missouri",23122
29179,"Reynolds County, Missouri",6102
29181,"Ripley County, Missouri",10839
29183,"St. Charles County, Missouri",406262
29185,"St. Clair County, Missouri",9330
29186,"Ste. Genevieve County, Missouri",18494
29187,"St. Francois County, Missouri",66814
29189,"St. Louis County, Missouri",999703
29195,"Saline County, Missouri",23219
29197,"Schuyler County, Missouri",4066
29199,"Scotland County, Missouri",4720
29201,"Scott County, Missouri",38055
29203,"Shannon County, Missouri",7132
29205,"Shelby County, Missouri",6049
29207,"Stoddard County, Missouri",28656
29209,"Stone County, Missouri",31314
29211,"Sullivan County, Missouri",5983
29213,"Taney County, Missouri",56202
29215,"Texas County, Missouri",24828
29217,"Vernon County, Missouri",19777
29219,"Warren County, Missouri",35729
29221,"Washington County, Missouri",23580
29223,"Wayne County, Missouri",11081
29225,"Webster County, Missouri",39265
29227,"Worth County, Missouri",1982
29229,"Wright County, Missouri",18475
29510,"St. Louis city, Missouri",298018
30001,"Beaverhead County, Montana",9469
30003,"Big Horn County, Montana",13090
30005,"Blaine County, Montana",7030
30007,"Broadwater County, Montana",6977
30009,"Carbon County, Montana",10645
30011,"Carter County, Montana",1332
30013,"Cascade County, Montana",84423
30015,"Chouteau County, Montana",5897
30017,"Custer County, Montana",11957
30019,"Daniels County, Montana",1535
30021,"Dawson County, Montana",8915
30023,"Deer Lodge County, Montana",9435
30025,"Fallon County, Montana",2941
30027,"Fergus County, Montana",11496
30029,"Flathead County, Montana",105950
30031,"Gallatin County, Montana",119685
30033,"Garfield County, Montana",976
30035,"Glacier County, Montana",13781
30037,"Golden Valley County, Montana",841
30039,"Granite County, Montana",3368
30041,"Hill County, Montana",16238
30043,"Jefferson County, Montana",12273
30045,"Judith Basin County, Montana",2039
30047,"Lake County, Montana",31509
30049,"Lewis and Clark County, Montana",71487
30051,"Liberty County, Montana",1993
30053,"Lincoln County, Montana",20157
30055,"McCone County, Montana",1746
30057,"Madison County, Montana",8742
30059,"Meagher County, Montana",1948
30061,"Mineral County, Montana",4652
30063,"Missoula County, Montana",118541
30065,"Musselshell County, Montana",4924
30067,"Park County, Montana",17320
30069,"Petroleum County, Montana",416
30071,"Phillips County, Montana",4233
30073,"Pondera County, Montana",5987
30075,"Powder River County, Montana",1773
30077,"Powell County, Montana",6998
30079,"Prairie County, Montana",1283
30081,"Ravalli County, Montana",44876
30083,"Richland County, Montana",11366
30085,"Roosevelt County, Montana",10799
30087,"Rosebud County, Montana",8310
30089,"Sanders County, Montana",12615
30091,"Sheridan County, Montana",3700
30093,"Silver Bow County, Montana",35306
30095,"Stillwater County, Montana",8978
30097,"Sweet Grass County, Montana",3697
30099,"Teton County, Montana",6238
30101,"Toole County, Montana",5018
30103,"Treasure County, Montana",680
30105,"Valley County, Montana",7552
30107,"Wheatland County, Montana",2060
30109,"Wibaux County, Montana",1119
30111,"Yellowstone County, Montana",165524
31001,"Adams County, Nebraska",31143
31003,"Antelope County, Nebraska",6302
31005,"Arthur County, Nebraska",485
31007,"Banner County, Nebraska",670
31009,"Blaine County, Nebraska",384
31011,"Boone County, Nebraska",5397
31013,"Box Butte County, Nebraska",10778
31015,"Boyd County, Nebraska",1767
31017,"Brown County, Nebraska",2691
31019,"Buffalo County, Nebraska",50103
31021,"Burt County, Nebraska",6717
31023,"Butler County, Nebraska",8373
31025,"Cass County, Nebraska",26749
31027,"Cedar County, Nebraska",8375
31029,"Chase County, Nebraska",3704
31031,"Cherry County, Nebraska",5473
31033,"Cheyenne County, Nebraska",9489
31035,"Clay County, Nebraska",6088
31037,"Colfax County, Nebraska",10563
31039,"Cuming County, Nebraska",9000
31041,"Custer County, Nebraska",10566
31043,"Dakota County, Nebraska",21308
31045,"Dawes County, Nebraska",8279
31047,"Dawson County, Nebraska",24037
31049,"Deuel County, Nebraska",1858
31051,"Dixon County, Nebraska",5579
31053,"Dodge County, Nebraska",37175
31055,"Douglas County, Nebraska",582638
31057,"Dundy County, Nebraska",1825
31059,"Fillmore County, Nebraska",5557
31061,"Franklin County, Nebraska",2901
31063,"Frontier County, Nebraska",2491
31065,"Furnas County, Nebraska",4630
31067,"Gage County, Nebraska",21654
31069,"Garden County, Nebraska",1778
31071,"Garfield County, Nebraska",1833
31073,"Gosper County, Nebraska",1873
31075,"Grant County, Nebraska",649
31077,"Greeley County, Nebraska",2212
31079,"Hall County, Nebraska",62575
31081,"Hamilton County, Nebraska",9400
31083,"Harlan County, Nebraska",3094
31085,"Hayes County, Nebraska",919
31087,"Hitchcock County, Nebraska",2620
31089,"Holt County, Nebraska",10149
31091,"Hooker County, Nebraska",659
31093,"Howard County, Nebraska",6476
31095,"Jefferson County, Nebraska",7185
31097,"Johnson County, Nebraska",5294
31099,"Kearney County, Nebraska",6655
31101,"Keith County, Nebraska",8303
31103,"Keya Paha County, Nebraska",987
31105,"Kimball County, Nebraska",3395
31107,"Knox County, Nebraska",8415
31109,"Lancaster County, Nebraska",322063
31111,"Lincoln County, Nebraska",34532
31113,"Logan County, Nebraska",839
31115,"Loup County, Nebraska",629
31117,"McPherson County, Nebraska",456
31119,"Madison County, Nebraska",35538
31121,"Merrick County, Nebraska",7675
31123,"Morrill County, Nebraska",4562
31125,"Nance County, Nebraska",3366
31127,"Nemaha County, Nebraska",7019
31129,"Nuckolls County, Nebraska",4092
31131,"Otoe County, Nebraska",15995
31133,"Pawnee County, Nebraska",2553
31135,"Perkins County, Nebraska",2860
31137,"Phelps County, Nebraska",8966
31139,"Pierce County, Nebraska",7301
31141,"Platte County, Nebraska",34219
31143,"Polk County, Nebraska",5182
31145,"Red Willow County, Nebraska",10690
31147,"Richardson County, Nebraska",7850
31149,"Rock County, Nebraska",1312
31151,"Saline County, Nebraska",14275
31153,"Sarpy County, Nebraska",191272
31155,"Saunders County, Nebraska",22374
31157,"Scotts Bluff County, Nebraska",36048
31159,"Seward County, Nebraska",17644
31161,"Sheridan County, Nebraska",5102
31163,"Sherman County, Nebraska",2970
31165,"Sioux County, Nebraska",1162
31167,"Stanton County, Nebraska",5828
31169,"Thayer County, Nebraska",5006
31171,"Thomas County, Nebraska",592
31173,"Thurston County, Nebraska",6716
31175,"Valley County, Nebraska",4053
31177,"Washington County, Nebraska",20884
31179,"Wayne County, Nebraska",9701
31181,"Webster County, Nebraska",3410
31183,"Wheeler County, Nebraska",771
31185,"York County, Nebraska",14212
32001,"Churchill County, Nevada",25409
32003,"Clark County, Nevada",2265926
32005,"Douglas County, Nevada",49476
32007,"Elko County, Nevada",53600
32009,"Esmeralda County, Nevada",980
32011,"Eureka County, Nevada",1622
32013,"Humboldt County, Nevada",17266
32015,"Lander County, Nevada",5728
32017,"Lincoln County, Nevada",4507
32019,"Lyon County, Nevada",59435
32021,"Mineral County, Nevada",4568
32023,"Nye County, Nevada",51698
32027,"Pershing County, Nevada",6587
32029,"Storey County, Nevada",4095
32031,"Washoe County, Nevada",486674
32033,"White Pine County, Nevada",8997
32510,"Carson City, Nevada",58249
33001,"Belknap County, New Hampshire",63914
33003,"Carroll County, New Hampshire",50679
33005,"Cheshire County, New Hampshire",76610
33007,"Coos County, New Hampshire",31430
33009,"Grafton County, New Hampshire",90836
33011,"Hillsborough County, New Hampshire",422733
33013,"Merrimack County, New Hampshire",153918
33015,"Rockingham County, New Hampshire",315169
33017,"Strafford County, New Hampshire",130965
33019,"Sullivan County, New Hampshire",43356
34001,"Atlantic County, New Jersey",274339
34003,"Bergen County, New Jersey",953243
34005,"Burlington County, New Jersey",461853
34007,"Camden County, New Jersey",522581
34009,"Cape May County, New Jersey",95456
34011,"Cumberland County, New Jersey",153588
34013,"Essex County, New Jersey",853374
34015,"Gloucester County, New Jersey",302621
34017,"Hudson County, New Jersey",712029
34019,"Hunterdon County, New Jersey",129099
34021,"Mercer County, New Jersey",383732
34023,"Middlesex County, New Jersey",860147
34025,"Monmouth County, New Jersey",643064
34027,"Morris County, New Jersey",508816
34029,"Ocean County, New Jersey",638691
34031,"Passaic County, New Jersey",519986
34033,"Salem County, New Jersey",64840
34035,"Somerset County, New Jersey",344978
34037,"Sussex County, New Jersey",144808
34039,"Union County, New Jersey",572079
34041,"Warren County, New Jersey",109739
35001,"Bernalillo County, New Mexico",674692
35003,"Catron County, New Mexico",3635
35005,"Chaves County, New Mexico",64701
35006,"Cibola County, New Mexico",27211
35007,"Colfax County, New Mexico",12370
35009,"Curry County, New Mexico",48327
35011,"De Baca County, New Mexico",1695
35013,"Doña Ana County, New Mexico",219870
35015,"Eddy County, New Mexico",61264
35017,"Grant County, New Mexico",28006
35019,"Guadalupe County, New Mexico",4413
35021,"Harding County, New Mexico",671
35023,"Hidalgo County, New Mexico",4160
35025,"Lea County, New Mexico",73103
35027,"Lincoln County, New Mexico",20222
35028,"Los Alamos County, New Mexico",19253
35029,"Luna County, New Mexico",25393
35031,"McKinley County, New Mexico",72073
35033,"Mora County, New Mexico",4208
35035,"Otero County, New Mexico",67850
35037,"Quay County, New Mexico",8641
35039,"Rio Arriba County, New Mexico",40285
35041,"Roosevelt County, New Mexico",19142
35043,"Sandoval County, New Mexico",149460
35045,"San Juan County, New Mexico",121798
35047,"San Miguel County, New Mexico",27215
35049,"Santa Fe County, New Mexico",154481
35051,"Sierra County, New Mexico",11506
35053,"Socorro County, New Mexico",16453
35055,"Taos County, New Mexico",34475
35057,"Torrance County, New Mexico",15203
35059,"Union County, New Mexico",4074
35061,"Valencia County, New Mexico",76613
36001,"Albany County, New York",315041
36003,"Allegany County, New York",47222
36005,"Bronx County, New York",1443229
36007,"Broome County, New York",198365
36009,"Cattaraugus County, New York",77000
36011,"Cayuga County, New York",76171
36013,"Chautauqua County, New York",127440
36015,"Chemung County, New York",83584
36017,"Chenango County, New York",47096
36019,"Clinton County, New York",79839
36021,"Columbia County, New York",61469
36023,"Cortland County, New York",46755
36025,"Delaware County, New York",44637
36027,"Dutchess County, New York",296467
36029,"Erie County, New York",951232
36031,"Essex County, New York",37314
36033,"Franklin County, New York",47459
36035,"Fulton County, New York",53280
36037,"Genesee County, New York",58204
36039,"Greene County, New York",48067
36041,"Hamilton County, New York",5090
36043,"Herkimer County, New York",60293
36045,"Jefferson County, New York",117445
36047,"Kings County, New York",2679620
36049,"Lewis County, New York",26690
36051,"Livingston County, New York",61980
36053,"Madison County, New York",68020
36055,"Monroe County, New York",756406
36057,"Montgomery County, New York",49624
36059,"Nassau County, New York",1389160
36061,"New York County, New York",1645867
36063,"Niagara County, New York",212230
36065,"Oneida County, New York",231055
36067,"Onondaga County, New York",472637
36069,"Ontario County, New York",112288
36071,"Orange County, New York",401237
36073,"Orleans County, New York",40148
36075,"Oswego County, New York",118037
36077,"Otsego County, New York",59678
36079,"Putnam County, New York",97942
36081,"Queens County, New York",2360826
36083,"Rensselaer County, New York",160943
36085,"Richmond County, New York",492925
36087,"Rockland County, New York",337326
36089,"St. Lawrence County, New York",108670
36091,"Saratoga County, New York",236328
36093,"Schenectady County, New York",159447
36095,"Schoharie County, New York",29970
36097,"Schuyler County, New York",17855
36099,"Seneca County, New York",33651
36101,"Steuben County, New York",93584
36103,"Suffolk County, New York",1524486
36105,"Sullivan County, New York",78725
36107,"Tioga County, New York",48344
36109,"Tompkins County, New York",102555
36111,"Ulster County, New York",182153
36113,"Warren County, New York",65684
36115,"Washington County, New York",61310
36117,"Wayne County, New York",91324
36119,"Westchester County, New York",997904
36121,"Wyoming County, New York",40338
36123,"Yates County, New York",24713
37001,"Alamance County, North Carolina",171779
37003,"Alexander County, North Carolina",36505
37005,"Alleghany County, North Carolina",10989
37007,"Anson County, North Carolina",22200
37009,"Ashe County, North Carolina",26759
37011,"Avery County, North Carolina",17679
37013,"Beaufort County, North Carolina",44711
37015,"Bertie County, North Carolina",17818
37017,"Bladen County, North Carolina",29807
37019,"Brunswick County, North Carolina",139721
37021,"Buncombe County, North Carolina",269449
37023,"Burke County, North Carolina",87799
37025,"Cabarrus County, North Carolina",226396
37027,"Caldwell County, North Carolina",80716
37029,"Camden County, North Carolina",10547
37031,"Carteret County, North Carolina",68353
37033,"Caswell County, North Carolina",22747
37035,"Catawba County, North Carolina",161011
37037,"Chatham County, North Carolina",76754
37039,"Cherokee County, North Carolina",28868
37041,"Chowan County, North Carolina",13835
37043,"Clay County, North Carolina",11186
37045,"Cleveland County, North Carolina",99527
37047,"Columbus County, North Carolina",50827
37049,"Craven County, North Carolina",101098
37051,"Cumberland County, North Carolina",335207
37053,"Currituck County, North Carolina",28616
37055,"Dare County, North Carolina",37160
37057,"Davidson County, North Carolina",169498
37059,"Davie County, North Carolina",43030
37061,"Duplin County, North Carolina",49312
37063,"Durham County, North Carolina",325101
37065,"Edgecombe County, North Carolina",49067
37067,"Forsyth County, North Carolina",383739
37069,"Franklin County, North Carolina",69680
37071,"Gaston County, North Carolina",228972
37073,"Gates County, North Carolina",10509
37075,"Graham County, North Carolina",8047
37077,"Granville County, North Carolina",61161
37079,"Greene County, North Carolina",20407
37081,"Guilford County, North Carolina",539557
37083,"Halifax County, North Carolina",48772
37085,"Harnett County, North Carolina",134718
37087,"Haywood County, North Carolina",62152
37089,"Henderson County, North Carolina",116469
37091,"Hertford County, North Carolina",21633
37093,"Hoke County, North Carolina",52612
37095,"Hyde County, North Carolina",4636
37097,"Iredell County, North Carolina",187839
37099,"Jackson County, North Carolina",42388
37101,"Johnston County, North Carolina",219042
37103,"Jones County, North Carolina",9263
37105,"Lee County, North Carolina",63560
37107,"Lenoir County, North Carolina",55071
37109,"Lincoln County, North Carolina",87933
37111,"McDowell County, North Carolina",44629
37113,"Macon County, North Carolina",37088
37115,"Madison County, North Carolina",21414
37117,"Martin County, North Carolina",21992
37119,"Mecklenburg County, North Carolina",1115403
37121,"Mitchell County, North Carolina",14989
37123,"Montgomery County, North Carolina",25839
37125,"Moore County, North Carolina",100759
37127,"Nash County, North Carolina",95015
37129,"New Hanover County, North Carolina",228134
37131,"Northampton County, North Carolina",17528
37133,"Onslow County, North Carolina",203686
37135,"Orange County, North Carolina",145919
37137,"Pamlico County, North Carolina",12317
37139,"Pasquotank County, North Carolina",40454
37141,"Pender County, North Carolina",61592
37143,"Perquimans County, North Carolina",13053
37145,"Person County, North Carolina",39131
37147,"Pitt County, North Carolina",171196
37149,"Polk County, North Carolina",19538
37151,"Randolph County, North Carolina",144403
37153,"Richmond County, North Carolina",43149
37155,"Robeson County, North Carolina",117573
37157,"Rockingham County, North Carolina",91209
37159,"Rowan County, North Carolina",147067
37161,"Rutherford County, North Carolina",64680
37163,"Sampson County, North Carolina",59317
37165,"Scotland County, North Carolina",34222
37167,"Stanly County, North Carolina",62723
37169,"Stokes County, North Carolina",44696
37171,"Surry County, North Carolina",71429
37173,"Swain County, North Carolina",14130
37175,"Transylvania County, North Carolina",33131
37177,"Tyrrell County, North Carolina",3389
37179,"Union County, North Carolina",240109
37181,"Vance County, North Carolina",42492
37183,"Wake County, North Carolina",1132103
37185,"Warren County, North Carolina",18803
37187,"Washington County, North Carolina",11051
37189,"Watauga County, North Carolina",54540
37191,"Wayne County, North Carolina",117480
37193,"Wilkes County, North Carolina",66125
37195,"Wilson County, North Carolina",78667
37197,"Yadkin County, North Carolina",37280
37199,"Yancey County, North Carolina",18538
38001,"Adams County, North Dakota",2190
38003,"Barnes County, North Dakota",10826
38005,"Benson County, North Dakota",5960
38007,"Billings County, North Dakota",839
38009,"Bottineau County, North Dakota",6411
38011,"Bowman County, North Dakota",2975
38013,"Burke County, North Dakota",2184
38015,"Burleigh County, North Dakota",98443
38017,"Cass County, North Dakota",186328
38019,"Cavalier County, North Dakota",3691
38021,"Dickey County, North Dakota",5003
38023,"Divide County, North Dakota",2195
38025,"Dunn County, North Dakota",4049
38027,"Eddy County, North Dakota",2345
38029,"Emmons County, North Dakota",3297
38031,"Foster County, North Dakota",3388
38033,"Golden Valley County, North Dakota",1734
38035,"Grand Forks County, North Dakota",72927
38037,"Grant County, North Dakota",2320
38039,"Griggs County, North Dakota",2309
38041,"Hettinger County, North Dakota",2477
38043,"Kidder County, North Dakota",2391
38045,"LaMoure County, North Dakota",4135
38047,"Logan County, North Dakota",1849
38049,"McHenry County, North Dakota",5326
38051,"McIntosh County, North Dakota",2529
38053,"McKenzie County, North Dakota",14081
38055,"McLean County, North Dakota",9781
38057,"Mercer County, North Dakota",8366
38059,"Morton County, North Dakota",33192
38061,"Mountrail County, North Dakota",9648
38063,"Nelson County, North Dakota",3025
38065,"Oliver County, North Dakota",1832
38067,"Pembina County, North Dakota",6853
38069,"Pierce County, North Dakota",3999
38071,"Ramsey County, North Dakota",11613
38073,"Ransom County, North Dakota",5663
38075,"Renville County, North Dakota",2282
38077,"Richland County, North Dakota",16548
38079,"Rolette County, North Dakota",12292
38081,"Sargent County, North Dakota",3828
38083,"Sheridan County, North Dakota",1338
38085,"Sioux County, North Dakota",3896
38087,"Slope County, North Dakota",837
38089,"Stark County, North Dakota",32989
38091,"Steele County, North Dakota",1774
38093,"Stutsman County, North Dakota",21609
38095,"Towner County, North Dakota",2152
38097,"Traill County, North Dakota",8004
38099,"Walsh County, North Dakota",10553
38101,"Ward County, North Dakota",69532
38103,"Wells County, North Dakota",3990
38105,"Williams County, North Dakota",39076
39001,"Adams County, Ohio",27509
39003,"Allen County, Ohio",102087
39005,"Ashland County, Ohio",52522
39007,"Ashtabula County, Ohio",97666
39009,"Athens County, Ohio",61276
39011,"Auglaize County, Ohio",46263
39013,"Belmont County, Ohio",66554
39015,"Brown County, Ohio",43715
39017,"Butler County, Ohio",388327
39019,"Carroll County, Ohio",26761
39021,"Champaign County, Ohio",38715
39023,"Clark County, Ohio",135877
39025,"Clermont County, Ohio",208851
39027,"Clinton County, Ohio",42077
39029,"Columbiana County, Ohio",101723
39031,"Coshocton County, Ohio",36629
39033,"Crawford County, Ohio",41861
39035,"Cuyahoga County, Ohio",1256620
39037,"Darke County, Ohio",51751
39039,"Defiance County, Ohio",38300
39041,"Delaware County, Ohio",216074
39043,"Erie County, Ohio",75299
39045,"Fairfield County, Ohio",159371
39047,"Fayette County, Ohio",28901
39049,"Franklin County, Ohio",1318149
39051,"Fulton County, Ohio",42602
39053,"Gallia County, Ohio",29276
39055,"Geauga County, Ohio",95455
39057,"Greene County, Ohio",167567
39059,"Guernsey County, Ohio",38409
39061,"Hamilton County, Ohio",827671
39063,"Hancock County, Ohio",75072
39065,"Hardin County, Ohio",30622
39067,"Harrison County, Ohio",14528
39069,"Henry County, Ohio",27601
39071,"Highland County, Ohio",43285
39073,"Hocking County, Ohio",28104
39075,"Holmes County, Ohio",44273
39077,"Huron County, Ohio",58518
39079,"Jackson County, Ohio",32563
39081,"Jefferson County, Ohio",65280
39083,"Knox County, Ohio",62657
39085,"Lake County, Ohio",232236
39087,"Lawrence County, Ohio",57994
39089,"Licking County, Ohio",178844
39091,"Logan County, Ohio",46098
39093,"Lorain County, Ohio",313101
39095,"Lucas County, Ohio",430014
39097,"Madison County, Ohio",43961
39099,"Mahoning County, Ohio",227979
39101,"Marion County, Ohio",65366
39103,"Medina County, Ohio",182347
39105,"Meigs County, Ohio",22242
39107,"Mercer County, Ohio",42321
39109,"Miami County, Ohio",108818
39111,"Monroe County, Ohio",13401
39113,"Montgomery County, Ohio",536121
39115,"Morgan County, Ohio",13851
39117,"Morrow County, Ohio",35049
39119,"Muskingum County, Ohio",86393
39121,"Noble County, Ohio",14216
39123,"Ottawa County, Ohio",40367
39125,"Paulding County, Ohio",18827
39127,"Perry County, Ohio",35451
39129,"Pickaway County, Ohio",58809
39131,"Pike County, Ohio",27151
39133,"Portage County, Ohio",161217
39135,"Preble County, Ohio",40929
39137,"Putnam County, Ohio",34400
39139,"Richland County, Ohio",125008
39141,"Ross County, Ohio",76957
39143,"Sandusky County, Ohio",58885
39145,"Scioto County, Ohio",73716
39147,"Seneca County, Ohio",55062
39149,"Shelby County, Ohio",48145
39151,"Stark County, Ohio",374199
39153,"Summit County, Ohio",539361
39155,"Trumbull County, Ohio",201749
39157,"Tuscarawas County, Ohio",92840
39159,"Union County, Ohio",63411
39161,"Van Wert County, Ohio",28833
39163,"Vinton County, Ohio",12790
39165,"Warren County, Ohio",243189
39167,"Washington County, Ohio",59639
39169,"Wayne County, Ohio",116680
39171,"Williams County, Ohio",36973
39173,"Wood County, Ohio",131564
39175,"Wyandot County, Ohio",21818
40001,"Adair County, Oklahoma",19726
40003,"Alfalfa County, Oklahoma",5683
40005,"Atoka County, Oklahoma",14117
40007,"Beaver County, Oklahoma",5071
40009,"Beckham County, Oklahoma",22295
40011,"Blaine County, Oklahoma",8661
40013,"Bryan County, Oklahoma",46528
40015,"Caddo County, Oklahoma",26910
40017,"Canadian County, Oklahoma",156681
40019,"Carter County, Oklahoma",48202
40021,"Cherokee County, Oklahoma",47412
40023,"Choctaw County, Oklahoma",14285
40025,"Cimarron County, Oklahoma",2272
40027,"Cleveland County, Oklahoma",295060
40029,"Coal County, Oklahoma",5287
40031,"Comanche County, Oklahoma",121777
40033,"Cotton County, Oklahoma",5537
40035,"Craig County, Oklahoma",14144
40037,"Creek County, Oklahoma",72076
40039,"Custer County, Oklahoma",28391
40041,"Delaware County, Oklahoma",40791
40043,"Dewey County, Oklahoma",4504
40045,"Ellis County, Oklahoma",3755
40047,"Garfield County, Oklahoma",62456
40049,"Garvin County, Oklahoma",25806
40051,"Grady County, Oklahoma",55314
40053,"Grant County, Oklahoma",4152
40055,"Greer County, Oklahoma",5531
40057,"Harmon County, Oklahoma",2499
40059,"Harper County, Oklahoma",3272
40061,"Haskell County, Oklahoma",11651
40063,"Hughes County, Oklahoma",13409
40065,"Jackson County, Oklahoma",24776
40067,"Jefferson County, Oklahoma",5420
40069,"Johnston County, Oklahoma",10410
40071,"Kay County, Oklahoma",43859
40073,"Kingfisher County, Oklahoma",15290
40075,"Kiowa County, Oklahoma",8446
40077,"Latimer County, Oklahoma",9537
40079,"Le Flore County, Oklahoma",48525
40081,"Lincoln County, Oklahoma",33734
40083,"Logan County, Oklahoma",49919
40085,"Love County, Oklahoma",10158
40087,"McClain County, Oklahoma",42393
40089,"McCurtain County, Oklahoma",31003
40091,"McIntosh County, Oklahoma",19159
40093,"Major County, Oklahoma",7678
40095,"Marshall County, Oklahoma",15494
40097,"Mayes County, Oklahoma",39324
40099,"Murray County, Oklahoma",13837
40101,"Muskogee County, Oklahoma",66606
40103,"Noble County, Oklahoma",10981
40105,"Nowata County, Oklahoma",9460
40107,"Okfuskee County, Oklahoma",11349
40109,"Oklahoma County, Oklahoma",795822
40111,"Okmulgee County, Oklahoma",36900
40113,"Osage County, Oklahoma",46004
40115,"Ottawa County, Oklahoma",30472
40117,"Pawnee County, Oklahoma",15682
40119,"Payne County, Oklahoma",82058
40121,"Pittsburg County, Oklahoma",43758
40123,"Pontotoc County, Oklahoma",38116
40125,"Pottawatomie County, Oklahoma",72734
40127,"Pushmataha County, Oklahoma",10845
40129,"Roger Mills County, Oklahoma",3423
40131,"Rogers County, Oklahoma",95870
40133,"Seminole County, Oklahoma",23592
40135,"Sequoyah County, Oklahoma",39538
40137,"Stephens County, Oklahoma",43140
40139,"Texas County, Oklahoma",21144
40141,"Tillman County, Oklahoma",7013
40143,"Tulsa County, Oklahoma",668923
40145,"Wagoner County, Oklahoma",82269
40147,"Washington County, Oklahoma",52579
40149,"Washita County, Oklahoma",10930
40151,"Woods County, Oklahoma",8661
40153,"Woodward County, Oklahoma",20411
41001,"Baker County, Oregon",16685
41003,"Benton County, Oregon",95615
41005,"Clackamas County, Oregon",420925
41007,"Clatsop County, Oregon",41190
41009,"Columbia County, Oregon",52865
41011,"Coos County, Oregon",64908
41013,"Crook County, Oregon",24987
41015,"Curry County, Oregon",23404
41017,"Deschutes County, Oregon",199352
41019,"Douglas County, Oregon",111322
41021,"Gilliam County, Oregon",1983
41023,"Grant County, Oregon",7237
41025,"Harney County, Oregon",7496
41027,"Hood River County, Oregon",23965
41029,"Jackson County, Oregon",222604
41031,"Jefferson County, Oregon",24659
41033,"Josephine County, Oregon",87994
41035,"Klamath County, Oregon",69506
41037,"Lake County, Oregon",8201
41039,"Lane County, Oregon",382218
41041,"Lincoln County, Oregon",50334
41043,"Linn County, Oregon",128598
41045,"Malheur County, Oregon",31538
41047,"Marion County, Oregon",345815
41049,"Morrow County, Oregon",12140
41051,"Multnomah County, Oregon",808098
41053,"Polk County, Oregon",87600
41055,"Sherman County, Oregon",1900
41057,"Tillamook County, Oregon",27345
41059,"Umatilla County, Oregon",79904
41061,"Union County, Oregon",26286
41063,"Wallowa County, Oregon",7439
41065,"Wasco County, Oregon",26639
41067,"Washington County, Oregon",599541
41069,"Wheeler County, Oregon",1407
41071,"Yamhill County, Oregon",107674
42001,"Adams County, Pennsylvania",104604
42003,"Allegheny County, Pennsylvania",1245310
42005,"Armstrong County, Pennsylvania",65538
42007,"Beaver County, Pennsylvania",167629
42009,"Bedford County, Pennsylvania",47613
42011,"Berks County, Pennsylvania",428483
42013,"Blair County, Pennsylvania",122640
42015,"Bradford County, Pennsylvania",60159
42017,"Bucks County, Pennsylvania",645163
42019,"Butler County, Pennsylvania",194562
42021,"Cambria County, Pennsylvania",133263
42023,"Cameron County, Pennsylvania",4536
42025,"Carbon County, Pennsylvania",65018
42027,"Centre County, Pennsylvania",158665
42029,"Chester County, Pennsylvania",536474
42031,"Clarion County, Pennsylvania",37489
42033,"Clearfield County, Pennsylvania",79707
42035,"Clinton County, Pennsylvania",37860
42037,"Columbia County, Pennsylvania",64924
