fips,county_name,population
18139,"Rush County, Indiana",16716
18141,"St. Joseph County, Indiana",272388
18143,"Scott County, Indiana",24403
18145,"Shelby County, Indiana",44940
18147,"Spencer County, Indiana",19935
18149,"Starke County, Indiana",23308
18151,"Steuben County, Indiana",34507
18153,"Sullivan County, Indiana",20791
18155,"Switzerland County, Indiana",9896
18157,"Tippecanoe County, Indiana",186955
18159,"Tipton County, Indiana",15328
18161,"Union County, Indiana",7041
18163,"Vanderburgh County, Indiana",179900
18165,"Vermillion County, Indiana",15488
18167,"Vigo County, Indiana",106355
18169,"Wabash County, Indiana",31032
18171,"Warren County, Indiana",8454
18173,"Warrick County, Indiana",64065
18175,"Washington County, Indiana",28133
18177,"Wayne County, Indiana",66522
18179,"Wells County, Indiana",28167
18181,"White County, Indiana",24630
18183,"Whitley County, Indiana",34259
19001,"Adair County, Iowa",7479
19003,"Adams County, Iowa",3680
19005,"Allamakee County, Iowa",14046
19007,"Appanoose County, Iowa",12279
19009,"Audubon County, Iowa",5651
19011,"Benton County, Iowa",25652
19013,"Black Hawk County, Iowa",131041
19015,"Boone County, Iowa",26700
19017,"Bremer County, Iowa",25012
19019,"Buchanan County, Iowa",20631
19021,"Buena Vista County, Iowa",20687
19023,"Butler County, Iowa",14376
19025,"Calhoun County, Iowa",9893
19027,"Carroll County, Iowa",20728
19029,"Cass County, Iowa",13116
19031,"Cedar County, Iowa",18479
19033,"Cerro Gordo County, Iowa",42979
19035,"Cherokee County, Iowa",11601
19037,"Chickasaw County, Iowa",11957
19039,"Clarke County, Iowa",9737
19041,"Clay County, Iowa",16423
19043,"Clayton County, Iowa",17123
19045,"Clinton County, Iowa",46488
19047,"Crawford County, Iowa",16450
19049,"Dallas County, Iowa",100367
19051,"Davis County, Iowa",9093
19053,"Decatur County, Iowa",7684
19055,"Delaware County, Iowa",17523
19057,"Des Moines County, Iowa",38824
19059,"Dickinson County, Iowa",17692
19061,"Dubuque County, Iowa",98812
19063,"Emmet County, Iowa",9349
19065,"Fayette County, Iowa",19519
19067,"Floyd County, Iowa",15601
19069,"Franklin County, Iowa",10015
19071,"Fremont County, Iowa",6639
19073,"Greene County, Iowa",8801
19075,"Grundy County, Iowa",12351
19077,"Guthrie County, Iowa",10619
19079,"Hamilton County, Iowa",14979
19081,"Hancock County, Iowa",10790
19083,"Hardin County, Iowa",16861
19085,"Harrison County, Iowa",14623
19087,"Henry County, Iowa",20436
19089,"Howard County, Iowa",9479
19091,"Humboldt County, Iowa",9606
19093,"Ida County, Iowa",6969
19095,"Iowa County, Iowa",16575
19097,"Jackson County, Iowa",19470
19099,"Jasper County, Iowa",37808
19101,"Jefferson County, Iowa",15785
19103,"Johnson County, Iowa",153360
19105,"Jones County, Iowa",20733
19107,"Keokuk County, Iowa",10026
19109,"Kossuth County, Iowa",14718
19111,"Lee County, Iowa",33442
19113,"Linn County, Iowa",229308
19115,"Louisa County, Iowa",10823
19117,"Lucas County, Iowa",8666
19119,"Lyon County, Iowa",12023
19121,"Madison County, Iowa",16609
19123,"Mahaska County, Iowa",22059
19125,"Marion County, Iowa",33487
19127,"Marshall County, Iowa",40049
19129,"Mills County, Iowa",14605
19131,"Mitchell County, Iowa",10537
19133,"Monona County, Iowa",8671
19135,"Monroe County, Iowa",7574
19137,"Montgomery County, Iowa",10285
19139,"Muscatine County, Iowa",42968
19141,"O'Brien County, Iowa",14138
19143,"Osceola County, Iowa",6149
19145,"Page County, Iowa",15225
19147,"Palo Alto County, Iowa",8938
19149,"Plymouth County, Iowa",25621
19151,"Pocahontas County, Iowa",7061
19153,"Polk County, Iowa",493378
19155,"Pottawattamie County, Iowa",93543
19157,"Poweshiek County, Iowa",18608
19159,"Ringgold County, Iowa",4690
19161,"Sac County, Iowa",9778
19163,"Scott County, Iowa",174315
19165,"Shelby County, Iowa",11737
19167,"Sioux County, Iowa",35815
19169,"Story County, Iowa",98573
19171,"Tama County, Iowa",17017
19173,"Taylor County, Iowa",5916
19175,"Union County, Iowa",12107
19177,"Van Buren County, Iowa",7207
19179,"Wapello County, Iowa",35292
19181,"Warren County, Iowa",52709
19183,"Washington County, Iowa",22534
19185,"Wayne County, Iowa",6484
19187,"Webster County, Iowa",36986
19189,"Winnebago County, Iowa",10704
19191,"Winneshiek County, Iowa",20050
19193,"Woodbury County, Iowa",105526
19195,"Worth County, Iowa",7417
19197,"Wright County, Iowa",12897
20001,"Allen County, Kansas",12554
20003,"Anderson County, Kansas",7799
20005,"Atchison County, Kansas",16309
20007,"Barber County, Kansas",4081
20009,"Barton County, Kansas",25477
20011,"Bourbon County, Kansas",14405
20013,"Brown County, Kansas",9486
20015,"Butler County, Kansas",67618
20017,"Chase County, Kansas",2570
20019,"Chautauqua County, Kansas",3389
20021,"Cherokee County, Kansas",19380
20023,"Cheyenne County, Kansas",2619
20025,"Clark County, Kansas",1977
20027,"Clay County, Kansas",8088
20029,"Cloud County, Kansas",9008
20031,"Coffey County, Kansas",8334
20033,"Comanche County, Kansas",1825
20035,"Cowley County, Kansas",34661
20037,"Crawford County, Kansas",39012
20039,"Decatur County, Kansas",2771
20041,"Dickinson County, Kansas",18492
20043,"Doniphan County, Kansas",7501
20045,"Douglas County, Kansas",119094
20047,"Edwards County, Kansas",2849
20049,"Elk County, Kansas",2453
20051,"Ellis County, Kansas",28921
20053,"Ellsworth County, Kansas",6374
20055,"Finney County, Kansas",38187
20057,"Ford County, Kansas",34212
20059,"Franklin County, Kansas",25968
20061,"Geary County, Kansas",36247
20063,"Gove County, Kansas",2758
20065,"Graham County, Kansas",2430
20067,"Grant County, Kansas",7336
20069,"Gray County, Kansas",5719
20071,"Greeley County, Kansas",1279
20073,"Greenwood County, Kansas",6001
20075,"Hamilton County, Kansas",2520
20077,"Harper County, Kansas",5457
20079,"Harvey County, Kansas",33959
20081,"Haskell County, Kansas",3735
20083,"Hodgeman County, Kansas",1770
20085,"Jackson County, Kansas",13274
20087,"Jefferson County, Kansas",18387
20089,"Jewell County, Kansas",2929
20091,"Johnson County, Kansas",610742
20093,"Kearny County, Kansas",3964
20095,"Kingman County, Kansas",7369
20097,"Kiowa County, Kansas",2445
20099,"Labette County, Kansas",20096
20101,"Lane County, Kansas",1528
20103,"Leavenworth County, Kansas",82050
20105,"Lincoln County, Kansas",2929
20107,"Linn County, Kansas",9696
20109,"Logan County, Kansas",2752
20111,"Lyon County, Kansas",32182
20113,"McPherson County, Kansas",30085
20115,"Marion County, Kansas",11867
20117,"Marshall County, Kansas",10014
20119,"Meade County, Kansas",4019
20121,"Miami County, Kansas",34312
20123,"Mitchell County, Kansas",5829
20125,"Montgomery County, Kansas",31448
20127,"Morris County, Kansas",5385
20129,"Morton County, Kansas",2688
20131,"Nemaha County, Kansas",10219
20133,"Neosho County, Kansas",15826
20135,"Ness County, Kansas",2677
20137,"Norton County, Kansas",5431
20139,"Osage County, Kansas",15787
20141,"Osborne County, Kansas",3493
20143,"Ottawa County, Kansas",5768
20145,"Pawnee County, Kansas",6288
20147,"Phillips County, Kansas",4960
20149,"Pottawatomie County, Kansas",25482
20151,"Pratt County, Kansas",9175
20153,"Rawlins County, Kansas",2544
20155,"Reno County, Kansas",61881
20157,"Republic County, Kansas",4686
20159,"Rice County, Kansas",9441
20161,"Riley County, Kansas",72105
20163,"Rooks County, Kansas",4925
20165,"Rush County, Kansas",2939
20167,"Russell County, Kansas",6702
20169,"Saline County, Kansas",54160
20171,"Scott County, Kansas",5128
20173,"Sedgwick County, Kansas",522700
20175,"Seward County, Kansas",21942
20177,"Shawnee County, Kansas",178625
20179,"Sheridan County, Kansas",2450
20181,"Sherman County, Kansas",5940
20183,"Smith County, Kansas",3561
20185,"Stafford County, Kansas",4054
20187,"Stanton County, Kansas",2060
20189,"Stevens County, Kansas",5275
20191,"Sumner County, Kansas",22517
20193,"Thomas County, Kansas",7907
20195,"Trego County, Kansas",2798
20197,"Wabaunsee County, Kansas",6922
20199,"Wallace County, Kansas",1489
20201,"Washington County, Kansas",5529
20203,"Wichita County, Kansas",2131
20205,"Wilson County, Kansas",8667
20207,"Woodson County, Kansas",3134
20209,"Wyandotte County, Kansas",167989
21001,"Adair County, Kentucky",18887
21003,"Allen County, Kentucky",20773
21005,"Anderson County, Kentucky",23839
21007,"Ballard County, Kentucky",7742
21009,"Barren County, Kentucky",44511
21011,"Bath County, Kentucky",12739
21013,"Bell County, Kentucky",24248
21015,"Boone County, Kentucky",136150
21017,"Bourbon County, Kentucky",20228
21019,"Boyd County, Kentucky",48242
21021,"Boyle County, Kentucky",30613
21023,"Bracken County, Kentucky",8420
21025,"Breathitt County, Kentucky",13580
21027,"Breckinridge County, Kentucky",20528
21029,"Bullitt County, Kentucky",82482
21031,"Butler County, Kentucky",12365
21033,"Caldwell County, Kentucky",12635
21035,"Calloway County, Kentucky",37345
21037,"Campbell County, Kentucky",93122
21039,"Carlisle County, Kentucky",4782
21041,"Carroll County, Kentucky",10842
21043,"Carter County, Kentucky",26671
21045,"Casey County, Kentucky",15942
21047,"Christian County, Kentucky",72766
21049,"Clark County, Kentucky",36897
21051,"Clay County, Kentucky",20322
21053,"Clinton County, Kentucky",9295
21055,"Crittenden County, Kentucky",8979
21057,"Cumberland County, Kentucky",5974
21059,"Daviess County, Kentucky",102916
21061,"Edmonson County, Kentucky",12179
21063,"Elliott County, Kentucky",7378
21065,"Estill County, Kentucky",14138
21067,"Fayette County, Kentucky",321276
21069,"Fleming County, Kentucky",15111
21071,"Floyd County, Kentucky",35780
21073,"Franklin County, Kentucky",51475
21075,"Fulton County, Kentucky",6480
21077,"Gallatin County, Kentucky",8720
21079,"Garrard County, Kentucky",17175
21081,"Grant County, Kentucky",25085
21083,"Graves County, Kentucky",36701
21085,"Grayson County, Kentucky",26465
21087,"Green County, Kentucky",11198
21089,"Greenup County, Kentucky",35853
21091,"Hancock County, Kentucky",9058
21093,"Hardin County, Kentucky",111005
21095,"Harlan County, Kentucky",26589
21097,"Harrison County, Kentucky",18803
21099,"Hart County, Kentucky",19345
21101,"Henderson County, Kentucky",44770
21103,"Henry County, Kentucky",15731
21105,"Hickman County, Kentucky",4491
21107,"Hopkins County, Kentucky",45223
21109,"Jackson County, Kentucky",13002
21111,"Jefferson County, Kentucky",779232
21113,"Jessamine County, Kentucky",53381
21115,"Johnson County, Kentucky",22631
21117,"Kenton County, Kentucky",169066
21119,"Knott County, Kentucky",14282
21121,"Knox County, Kentucky",30207
21123,"Larue County, Kentucky",14902
21125,"Laurel County, Kentucky",62442
21127,"Lawrence County, Kentucky",16228
21129,"Lee County, Kentucky",7338
21131,"Leslie County, Kentucky",10468
21133,"Letcher County, Kentucky",21490
21135,"Lewis County, Kentucky",13063
21137,"Lincoln County, Kentucky",24320
21139,"Livingston County, Kentucky",8980
21141,"Logan County, Kentucky",27498
21143,"Lyon County, Kentucky",8721
21145,"McCracken County, Kentucky",67573
21147,"McCreary County, Kentucky",16892
21149,"McLean County, Kentucky",9173
21151,"Madison County, Kentucky",92955
21153,"Magoffin County, Kentucky",11647
21155,"Marion County, Kentucky",19627
21157,"Marshall County, Kentucky",31706
21159,"Martin County, Kentucky",11298
21161,"Mason County, Kentucky",17068
21163,"Meade County, Kentucky",29964
21165,"Menifee County, Kentucky",6174
21167,"Mercer County, Kentucky",22662
21169,"Metcalfe County, Kentucky",10313
21171,"Monroe County, Kentucky",11331
21173,"Montgomery County, Kentucky",28188
21175,"Morgan County, Kentucky",13840
21177,"Muhlenberg County, Kentucky",30735
21179,"Nelson County, Kentucky",46779
21181,"Nicholas County, Kentucky",7613
21183,"Ohio County, Kentucky",23782
21185,"Oldham County, Kentucky",67997
21187,"Owen County, Kentucky",11229
21189,"Owsley County, Kentucky",4054
21191,"Pendleton County, Kentucky",14638
21193,"Perry County, Kentucky",28136
21195,"Pike County, Kentucky",58196
21197,"Powell County, Kentucky",13089
21199,"Pulaski County, Kentucky",65145
21201,"Robertson County, Kentucky",2207
21203,"Rockcastle County, Kentucky",16171
21205,"Rowan County, Kentucky",24551
21207,"Russell County, Kentucky",18021
21209,"Scott County, Kentucky",57286
21211,"Shelby County, Kentucky",48105
21213,"Simpson County, Kentucky",19574
21215,"Spencer County, Kentucky",19549
21217,"Taylor County, Kentucky",26056
21219,"Todd County, Kentucky",12281
21221,"Trigg County, Kentucky",14154
21223,"Trimble County, Kentucky",8510
21225,"Union County, Kentucky",13495
21227,"Warren County, Kentucky",135307
21229,"Washington County, Kentucky",12025
21231,"Wayne County, Kentucky",19666
21233,"Webster County, Kentucky",12951
21235,"Whitley County, Kentucky",36648
21237,"Wolfe County, Kentucky",6573
21239,"Woodford County, Kentucky",26886
22001,"Acadia Parish, Louisiana",57674
22003,"Allen Parish, Louisiana",22798
22005,"Ascension Parish, Louisiana",126973
22007,"Assumption Parish, Louisiana",21067
22009,"Avoyelles Parish, Louisiana",39529
22011,"Beauregard Parish, Louisiana",36553
22013,"Bienville Parish, Louisiana",12958
22015,"Bossier Parish, Louisiana",128877
22017,"Caddo Parish, Louisiana",236259
22019,"Calcasieu Parish, Louisiana",210770
22021,"Caldwell Parish, Louisiana",9658
22023,"Cameron Parish, Louisiana",5447
22025,"Catahoula Parish, Louisiana",8895
22027,"Claiborne Parish, Louisiana",14203
22029,"Concordia Parish, Louisiana",18677
22031,"De Soto Parish, Louisiana",26821
22033,"East Baton Rouge Parish, Louisiana",454369
22035,"East Carroll Parish, Louisiana",7371
22037,"East Feliciana Parish, Louisiana",19452
22039,"Evangeline Parish, Louisiana",32335
22041,"Franklin Parish, Louisiana",19752
22043,"Grant Parish, Louisiana",22185
22045,"Iberia Parish, Louisiana",69958
22047,"Iberville Parish, Louisiana",30210
22049,"Jackson Parish, Louisiana",15093
22051,"Jefferson Parish, Louisiana",436171
22053,"Jefferson Davis Parish, Louisiana",32277
22055,"Lafayette Parish, Louisiana",243175
22057,"Lafourche Parish, Louisiana",97220
22059,"LaSalle Parish, Louisiana",14764
22061,"Lincoln Parish, Louisiana",48323
22063,"Livingston Parish, Louisiana",143425
22065,"Madison Parish, Louisiana",10028
22067,"Morehouse Parish, Louisiana",25438
22069,"Natchitoches Parish, Louisiana",37478
22071,"Orleans Parish, Louisiana",380408
22073,"Ouachita Parish, Louisiana",159585
22075,"Plaquemines Parish, Louisiana",23305
22077,"Pointe Coupee Parish, Louisiana",20652
22079,"Rapides Parish, Louisiana",129536
22081,"Red River Parish, Louisiana",7631
22083,"Richland Parish, Louisiana",20028
22085,"Sabine Parish, Louisiana",22209
22087,"St. Bernard Parish, Louisiana",44038
22089,"St. Charles Parish, Louisiana",52191
22091,"St. Helena Parish, Louisiana",10872
22093,"St. James Parish, Louisiana",20090
22095,"St. John the Baptist Parish, Louisiana",41986
22097,"St. Landry Parish, Louisiana",82574
22099,"St. Martin Parish, Louisiana",51856
22101,"St. Mary Parish, Louisiana",49114
22103,"St. Tammany Parish, Louisiana",266168
22105,"Tangipahoa Parish, Louisiana",133953
22107,"Tensas Parish, Louisiana",4127
22109,"Terrebonne Parish, Louisiana",108862
22111,"Union Parish, Louisiana",21049
22113,"Vermilion Parish, Louisiana",57202
22115,"Vernon Parish, Louisiana",48452
22117,"Washington Parish, Louisiana",45514
22119,"Webster Parish, Louisiana",36761
22121,"West Baton Rouge Parish, Louisiana",27377
22123,"West Carroll Parish, Louisiana",9800
22125,"West Feliciana Parish, Louisiana",15358
22127,"Winn Parish, Louisiana",13665
23001,"Androscoggin County, Maine",111532
23003,"Aroostook County, Maine",67237
23005,"Cumberland County, Maine",303357
23007,"Franklin County, Maine",29839
23009,"Hancock County, Maine",55851
23011,"Kennebec County, Maine",124003
23013,"Knox County, Maine",40729
23015,"Lincoln County, Maine",35466
23017,"Oxford County, Maine",58276
23019,"Penobscot County, Maine",152640
23021,"Piscataquis County, Maine",16936
23023,"Sagadahoc County, Maine",36868
23025,"Somerset County, Maine",50656
23027,"Waldo County, Maine",39772
23029,"Washington County, Maine",31096
23031,"York County, Maine",212691
24001,"Allegany County, Maryland",68161
24003,"Anne Arundel County, Maryland",588109
24005,"Baltimore County, Maryland",850737
24009,"Calvert County, Maryland",93244
24011,"Caroline County, Maryland",33320
24013,"Carroll County, Maryland",173225
24015,"Cecil County, Maryland",103876
24017,"Charles County, Maryland",167035
24019,"Dorchester County, Maryland",32557
24021,"Frederick County, Maryland",273829
24023,"Garrett County, Maryland",28856
24025,"Harford County, Maryland",261059
24027,"Howard County, Maryland",332011
24029,"Kent County, Maryland",19289
24031,"Montgomery County, Maryland",1056910
24033,"Prince George's County, Maryland",957189
24035,"Queen Anne's County, Maryland",50316
24037,"St. Mary's County, Maryland",113814
24039,"Somerset County, Maryland",24672
24041,"Talbot County, Maryland",37663
24043,"Washington County, Maryland",154645
24045,"Wicomico County, Maryland",103815
24047,"Worcester County, Maryland",52827
24510,"Baltimore city, Maryland",584548
25001,"Barnstable County, Massachusetts",229436
25003,"Berkshire County, Massachusetts",128763
25005,"Bristol County, Massachusetts",576699
25007,"Dukes County, Massachusetts",20543
25009,"Essex County, Massachusetts",806103
25011,"Franklin County, Massachusetts",70980
25013,"Hampden County, Massachusetts",464575
25015,"Hampshire County, Massachusetts",153931
25017,"Middlesex County, Massachusetts",1623109
25019,"Nantucket County, Massachusetts",14065
25021,"Norfolk County, Massachusetts",722112
25023,"Plymouth County, Massachusetts",529548
25025,"Suffolk County, Massachusetts",785443
25027,"Worcester County, Massachusetts",858898
26001,"Alcona County, Michigan",10238
26003,"Alger County, Michigan",8866
26005,"Allegan County, Michigan",120189
26007,"Alpena County, Michigan",28911
26009,"Antrim County, Michigan",23662
26011,"Arenac County, Michigan",15031
26013,"Baraga County, Michigan",8245
26015,"Barry County, Michigan",62581
26017,"Bay County, Michigan",103752
26019,"Benzie County, Michigan",18058
26021,"Berrien County, Michigan",153938
26023,"Branch County, Michigan",44795
26025,"Calhoun County, Michigan",134011
26027,"Cass County, Michigan",51604
26029,"Charlevoix County, Michigan",26174
26031,"Cheboygan County, Michigan",25709
26033,"Chippewa County, Michigan",36670
26035,"Clare County, Michigan",30998
26037,"Clinton County, Michigan",79249
26039,"Crawford County, Michigan",13197
26041,"Delta County, Michigan",36839
26043,"Dickinson County, Michigan",25937
26045,"Eaton County, Michigan",109072
26047,"Emmet County, Michigan",34072
26049,"Genesee County, Michigan",405280
26051,"Gladwin County, Michigan",25461
26053,"Gogebic County, Michigan",14597
26055,"Grand Traverse County, Michigan",95315
26057,"Gratiot County, Michigan",41534
26059,"Hillsdale County, Michigan",45698
26061,"Houghton County, Michigan",37414
26063,"Huron County, Michigan",31461
26065,"Ingham County, Michigan",282540
26067,"Ionia County, Michigan",66663
26069,"Iosco County, Michigan",25319
26071,"Iron County, Michigan",11585
26073,"Isabella County, Michigan",64938
26075,"Jackson County, Michigan",160637
26077,"Kalamazoo County, Michigan",261426
26079,"Kalkaska County, Michigan",17934
26081,"Kent County, Michigan",657321
26083,"Keweenaw County, Michigan",2088
26085,"Lake County, Michigan",12285
26087,"Lapeer County, Michigan",88687
26089,"Leelanau County, Michigan",22426
26091,"Lenawee County, Michigan",99263
26093,"Livingston County, Michigan",194302
26095,"Luce County, Michigan",5442
26097,"Mackinac County, Michigan",10843
26099,"Macomb County, Michigan",878453
26101,"Manistee County, Michigan",25058
26103,"Marquette County, Michigan",66376
26105,"Mason County, Michigan",29178
26107,"Mecosta County, Michigan",40128
26109,"Menominee County, Michigan",23433
26111,"Midland County, Michigan",83503
26113,"Missaukee County, Michigan",15089
26115,"Monroe County, Michigan",154823
26117,"Montcalm County, Michigan",66901
26119,"Montmorency County, Michigan",9261
26121,"Muskegon County, Michigan",175947
26123,"Newaygo County, Michigan",50130
26125,"Oakland County, Michigan",1272264
26127,"Oceana County, Michigan",26707
26129,"Ogemaw County, Michigan",20820
26131,"Ontonagon County, Michigan",5862
26133,"Osceola County, Michigan",23022
26135,"Oscoda County, Michigan",8264
26137,"Otsego County, Michigan",25221
26139,"Ottawa County, Michigan",296183
26141,"Presque Isle County, Michigan",13083
26143,"Roscommon County, Michigan",23556
26145,"Saginaw County, Michigan",189821
26147,"St. Clair County, Michigan",160257
26149,"St. Joseph County, Michigan",60887
26151,"Sanilac County, Michigan",40759
26153,"Schoolcraft County, Michigan",8062
26155,"Shiawassee County, Michigan",68124
26157,"Tuscola County, Michigan",53218
26159,"Van Buren County, Michigan",75636
26161,"Washtenaw County, Michigan",370231
26163,"Wayne County, Michigan",1781641
26165,"Wexford County, Michigan",33766
27001,"Aitkin County, Minnesota",15859
27003,"Anoka County, Minnesota",363985
27005,"Becker County, Minnesota",35202
27007,"Beltrami County, Minnesota",46274
27009,"Benton County, Minnesota",41300
27011,"Big Stone County, Minnesota",5161
27013,"Blue Earth County, Minnesota",69022
27015,"Brown County, Minnesota",25880
27017,"Carlton County, Minnesota",36362
27019,"Carver County, Minnesota",107216
27021,"Cass County, Minnesota",30288
27023,"Chippewa County, Minnesota",12466
27025,"Chisago County, Minnesota",56927
27027,"Clay County, Minnesota",65307
27029,"Clearwater County, Minnesota",8541
27031,"Cook County, Minnesota",5611
27033,"Cottonwood County, Minnesota",11481
27035,"Crow Wing County, Minnesota",66558
27037,"Dakota County, Minnesota",439179
27039,"Dodge County, Minnesota",20893
27041,"Douglas County, Minnesota",39081
27043,"Faribault County, Minnesota",13931
27045,"Fillmore County, Minnesota",21251
27047,"Freeborn County, Minnesota",30857
27049,"Goodhue County, Minnesota",47697
27051,"Grant County, Minnesota",6091
27053,"Hennepin County, Minnesota",1270787
27055,"Houston County, Minnesota",18826
27057,"Hubbard County, Minnesota",21479
27059,"Isanti County, Minnesota",41257
27061,"Itasca County, Minnesota",45054
27063,"Jackson County, Minnesota",9990
27065,"Kanabec County, Minnesota",16145
27067,"Kandiyohi County, Minnesota",43686
27069,"Kittson County, Minnesota",4191
27071,"Koochiching County, Minnesota",12072
27073,"Lac qui Parle County, Minnesota",6736
27075,"Lake County, Minnesota",10915
27077,"Lake of the Woods County, Minnesota",3786
27079,"Le Sueur County, Minnesota",28795
27081,"Lincoln County, Minnesota",5630
27083,"Lyon County, Minnesota",25352
27085,"McLeod County, Minnesota",36727
27087,"Mahnomen County, Minnesota",5389
27089,"Marshall County, Minnesota",9017
27091,"Martin County, Minnesota",19960
27093,"Meeker County, Minnesota",23352
27095,"Mille Lacs County, Minnesota",26680
27097,"Morrison County, Minnesota",34023
27099,"Mower County, Minnesota",40082
27101,"Murray County, Minnesota",8170
27103,"Nicollet County, Minnesota",34380
27105,"Nobles County, Minnesota",22194
27107,"Norman County, Minnesota",6457
27109,"Olmsted County, Minnesota",162307
27111,"Otter Tail County, Minnesota",60072
27113,"Pennington County, Minnesota",13995
27115,"Pine County, Minnesota",29090
27117,"Pipestone County, Minnesota",9380
27119,"Polk County, Minnesota",31128
27121,"Pope County, Minnesota",11312
27123,"Ramsey County, Minnesota",547202
27125,"Red Lake County, Minnesota",3912
27127,"Redwood County, Minnesota",15428
27129,"Renville County, Minnesota",14707
27131,"Rice County, Minnesota",67152
27133,"Rock County, Minnesota",9659
27135,"Roseau County, Minnesota",15294
27137,"St. Louis County, Minnesota",200122
27139,"Scott County, Minnesota",151347
27141,"Sherburne County, Minnesota",97820
27143,"Sibley County, Minnesota",14950
27145,"Stearns County, Minnesota",158622
27147,"Steele County, Minnesota",37396
27149,"Stevens County, Minnesota",9682
27151,"Swift County, Minnesota",9806
27153,"Todd County, Minnesota",25277
27155,"Traverse County, Minnesota",3345
27157,"Wabasha County, Minnesota",21460
27159,"Wadena County, Minnesota",14108
27161,"Waseca County, Minnesota",18953
27163,"Washington County, Minnesota",268651
27165,"Watonwan County, Minnesota",11205
27167,"Wilkin County, Minnesota",6454
27169,"Winona County, Minnesota",49792
27171,"Wright County, Minnesota",142543
27173,"Yellow Medicine County, Minnesota",9569
28001,"Adams County, Mississippi",29425
28003,"Alcorn County, Mississippi",34717
28005,"Amite County, Mississippi",12683
28007,"Attala County, Mississippi",17842
28009,"Benton County, Mississippi",7637
28011,"Bolivar County, Mississippi",30688
28013,"Calhoun County, Mississippi",13193
28015,"Carroll County, Mississippi",9930
28017,"Chickasaw County, Mississippi",17024
28019,"Choctaw County, Mississippi",8208
28021,"Claiborne County, Mississippi",9044
28023,"Clarke County, Mississippi",15553
28025,"Clay County, Mississippi",18598
28027,"Coahoma County, Mississippi",21264
28029,"Copiah County, Mississippi",28210
28031,"Covington County, Mississippi",18323
28033,"DeSoto County, Mississippi",186214
28035,"Forrest County, Mississippi",77917
28037,"Franklin County, Mississippi",7690
28039,"George County, Mississippi",24547
28041,"Greene County, Mississippi",13672
28043,"Grenada County, Mississippi",21474
28045,"Hancock County, Mississippi",46010
28047,"Harrison County, Mississippi",208748
28049,"Hinds County, Mississippi",226541
28051,"Holmes County, Mississippi",16848
28053,"Humphreys County, Mississippi",7744
28055,"Issaquena County, Mississippi",1206
28057,"Itawamba County, Mississippi",23888
28059,"Jackson County, Mississippi",143721
28061,"Jasper County, Mississippi",16320
28063,"Jefferson County, Mississippi",7207
28065,"Jefferson Davis County, Mississippi",11291
28067,"Jones County, Mississippi",67152
28069,"Kemper County, Mississippi",8980
28071,"Lafayette County, Mississippi",56172
28073,"Lamar County, Mississippi",64425
28075,"Lauderdale County, Mississippi",72741
28077,"Lawrence County, Mississippi",11933
28079,"Leake County, Mississippi",21335
28081,"Lee County, Mississippi",83343
28083,"Leflore County, Mississippi",27920
28085,"Lincoln County, Mississippi",34855
28087,"Lowndes County, Mississippi",58547
28089,"Madison County, Mississippi",109257
28091,"Marion County, Mississippi",24362
28093,"Marshall County, Mississippi",33980
28095,"Monroe County, Mississippi",34168
28097,"Montgomery County, Mississippi",9803
28099,"Neshoba County, Mississippi",28970
28101,"Newton County, Mississippi",21275
28103,"Noxubee County, Mississippi",10261
28105,"Oktibbeha County, Mississippi",51388
28107,"Panola County, Mississippi",33157
28109,"Pearl River County, Mississippi",56351
28111,"Perry County, Mississippi",11511
28113,"Pike County, Mississippi",40098
28115,"Pontotoc County, Mississippi",31202
28117,"Prentiss County, Mississippi",24945
28119,"Quitman County, Mississippi",6113
28121,"Rankin County, Mississippi",157185
28123,"Scott County, Mississippi",27943
28125,"Sharkey County, Mississippi",3910
28127,"Simpson County, Mississippi",25889
28129,"Smith County, Mississippi",14310
28131,"Stone County, Mississippi",18360
28133,"Sunflower County, Mississippi",25867
28135,"Tallahatchie County, Mississippi",12621
28137,"Tate County, Mississippi",28094
28139,"Tippah County, Mississippi",21769
28141,"Tishomingo County, Mississippi",18837
28143,"Tunica County, Mississippi",9787
28145,"Union County, Mississippi",27880
28147,"Walthall County, Mississippi",13888
28149,"Warren County, Mississippi",44341
28151,"Washington County, Mississippi",44604
28153,"Wayne County, Mississippi",19760
28155,"Webster County, Mississippi",9942
28157,"Wilkinson County, Mississippi",8531
28159,"Winston County, Mississippi",17741
28161,"Yalobusha County, Mississippi",12499
28163,"Yazoo County, Mississippi",27467
29001,"Adair County, Missouri",25299
29003,"Andrew County, Missouri",18069
29005,"Atchison County, Missouri",5270
29007,"Audrain County, Missouri",24873
29009,"Barry County, Missouri",34701
29011,"Barton County, Missouri",11683
29013,"Bates County, Missouri",16101
29015,"Benton County, Missouri",19616
29017,"Bollinger County, Missouri",10658
29019,"Boone County, Missouri",184043
29021,"Buchanan County, Missouri",84544
29023,"Butler County, Missouri",42280
29025,"Caldwell County, Missouri",8876
29027,"Callaway County, Missouri",44517
29029,"Camden County, Missouri",43227
29031,"Cape Girardeau County, Missouri",81703
29033,"Carroll County, Missouri",8513
29035,"Carter County, Missouri",5299
29037,"Cass County, Missouri",108205
29039,"Cedar County, Missouri",14314
29041,"Chariton County, Missouri",7417
29043,"Christian County, Missouri",89568
29045,"Clark County, Missouri",6693
29047,"Clay County, Missouri",253085
