country_name,iso3,year,region,peer_rank,peer_name,peer_iso3,distance,similarity_pct,shared_vars
Belgium,BEL,1890,Western Europe,2,France,FRA,17.659,82.3,4
Belgium,BEL,1890,Western Europe,3,United Kingdom,GBR,18.831,81.2,4
Belgium,BEL,1900,Western Europe,1,Netherlands,NLD,7.619,92.4,3
Belgium,BEL,1900,Western Europe,2,France,FRA,15.107,84.9,3
Belgium,BEL,1900,Western Europe,3,Denmark,DNK,15.444,84.6,3
Belgium,BEL,1910,Western Europe,1,Netherlands,NLD,8.846,91.2,4
Belgium,BEL,1910,Western Europe,2,United Kingdom,GBR,13.689,86.3,4
Belgium,BEL,1910,Western Europe,3,Denmark,DNK,16.74,83.3,4
Belgium,BEL,1920,Western Europe,1,Denmark,DNK,7.611,92.4,3
Belgium,BEL,1920,Western Europe,2,Netherlands,NLD,7.696,92.3,3
Belgium,BEL,1920,Western Europe,3,United Kingdom,GBR,8.788,91.2,3
Belgium,BEL,1930,Western Europe,1,United Kingdom,GBR,9.569,90.4,3
Belgium,BEL,1930,Western Europe,2,Denmark,DNK,10.849,89.2,3
Belgium,BEL,1930,Western Europe,3,France,FRA,12.133,87.9,3
Belgium,BEL,1940,Western Europe,1,France,FRA,16.538,83.5,3
Belgium,BEL,1940,Western Europe,2,Italy,ITA,17.015,83.0,3
Belgium,BEL,1940,Western Europe,3,Netherlands,NLD,17.463,82.5,3
Belgium,BEL,1950,Western Europe,1,Netherlands,NLD,9.368,90.6,4
Belgium,BEL,1950,Western Europe,2,Norway,NOR,9.879,90.1,4
Belgium,BEL,1950,Western Europe,3,Finland,FIN,9.945,90.1,4
Belgium,BEL,1960,Western Europe,1,Finland,FIN,4.704,95.3,4
Belgium,BEL,1960,Western Europe,2,France,FRA,7.55,92.5,4
Belgium,BEL,1960,Western Europe,3,Italy,ITA,10.938,89.1,4
Belgium,BEL,1970,Western Europe,1,Finland,FIN,5.216,94.8,3
Belgium,BEL,1970,Western Europe,2,Italy,ITA,7.566,92.4,4
Belgium,BEL,1970,Western Europe,3,Netherlands,NLD,9.668,90.3,4
Belgium,BEL,1980,Western Europe,1,Finland,FIN,6.849,93.2,4
Belgium,BEL,1980,Western Europe,2,Netherlands,NLD,7.962,92.0,4
Belgium,BEL,1980,Western Europe,3,Italy,ITA,9.442,90.6,4
Belgium,BEL,1990,Western Europe,1,Finland,FIN,4.942,95.1,4
Belgium,BEL,1990,Western Europe,2,Netherlands,NLD,6.351,93.6,4
Belgium,BEL,1990,Western Europe,3,Italy,ITA,7.448,92.6,4
Belgium,BEL,2000,Western Europe,1,Italy,ITA,5.892,94.1,4
Belgium,BEL,2000,Western Europe,2,Netherlands,NLD,5.951,94.0,4
Belgium,BEL,2000,Western Europe,3,Sweden,SWE,5.991,94.0,4
Bolivia,BOL,1890,Latin America,1,Colombia,COL,3.687,96.3,2
Bolivia,BOL,1890,Latin America,2,Brazil,BRA,3.729,96.3,2
Bolivia,BOL,1890,Latin America,3,Peru,PER,7.278,92.7,2
Bolivia,BOL,1900,Latin America,1,Venezuela,VEN,5.477,94.5,3
Bolivia,BOL,1900,Latin America,2,Colombia,COL,7.011,93.0,3
Bolivia,BOL,1900,Latin America,3,Peru,PER,7.614,92.4,2
