country_name,iso3,year,region,peer_rank,peer_name,peer_iso3,distance,similarity_pct,shared_vars
Bolivia,BOL,1910,Latin America,1,Venezuela,VEN,2.561,97.4,3
Bolivia,BOL,1910,Latin America,2,Colombia,COL,6.891,93.1,3
Bolivia,BOL,1910,Latin America,3,Peru,PER,9.07,90.9,2
Bolivia,BOL,1920,Latin America,1,Colombia,COL,2.302,97.7,3
Bolivia,BOL,1920,Latin America,2,Venezuela,VEN,5.199,94.8,3
Bolivia,BOL,1920,Latin America,3,Jamaica,JAM,8.914,91.1,2
Bolivia,BOL,1930,Latin America,1,Colombia,COL,1.858,98.1,3
Bolivia,BOL,1930,Latin America,2,Venezuela,VEN,8.071,91.9,3
Bolivia,BOL,1930,Latin America,3,Peru,PER,8.298,91.7,2
Bolivia,BOL,1940,Latin America,1,Colombia,COL,4.533,95.5,3
Bolivia,BOL,1940,Latin America,2,Peru,PER,6.543,93.5,3
Bolivia,BOL,1940,Latin America,3,Brazil,BRA,9.893,90.1,3
Bolivia,BOL,1950,Latin America,1,Peru,PER,14.071,85.9,4
Bolivia,BOL,1950,Latin America,2,Colombia,COL,19.514,80.5,4
Bolivia,BOL,1950,Latin America,3,Brazil,BRA,22.476,77.5,4
Bolivia,BOL,1960,Latin America,1,Peru,PER,17.871,82.1,4
Bolivia,BOL,1960,Latin America,2,Brazil,BRA,23.574,76.4,4
Bolivia,BOL,1960,Latin America,3,Colombia,COL,29.458,70.5,4
Bolivia,BOL,1970,Latin America,1,Peru,PER,18.764,81.2,4
Bolivia,BOL,1970,Latin America,2,Brazil,BRA,26.096,73.9,4
Bolivia,BOL,1970,Latin America,3,Colombia,COL,29.789,70.2,4
Bolivia,BOL,1980,Latin America,1,Peru,PER,21.015,79.0,4
Bolivia,BOL,1980,Latin America,2,Brazil,BRA,27.823,72.2,4
Bolivia,BOL,1980,Latin America,3,Colombia,COL,33.722,66.3,4
Bolivia,BOL,1990,Latin America,1,Peru,PER,18.972,81.0,4
Bolivia,BOL,1990,Latin America,2,Brazil,BRA,25.976,74.0,4
Bolivia,BOL,1990,Latin America,3,Colombia,COL,26.205,73.8,4
Bolivia,BOL,2000,Latin America,1,Brazil,BRA,15.479,84.5,4
Bolivia,BOL,2000,Latin America,2,Colombia,COL,16.921,83.1,4
Bolivia,BOL,2000,Latin America,3,Peru,PER,18.623,81.4,4
Brazil,BRA,1820,Latin America,1,Chile,CHL,1.544,98.5,2
Brazil,BRA,1820,Latin America,2,Peru,PER,15.576,84.4,2
Brazil,BRA,1820,Latin America,3,Argentina,ARG,26.004,74.0,2
Brazil,BRA,1850,Latin America,1,Peru,PER,10.135,89.9,2
Brazil,BRA,1850,Latin America,2,Argentina,ARG,28.207,71.8,2
Brazil,BRA,1850,Latin America,3,Chile,CHL,34.567,65.4,2
Brazil,BRA,1870,Latin America,1,Jamaica,JAM,3.914,96.1,2
Brazil,BRA,1870,Latin America,2,Venezuela,VEN,12.737,87.3,2
Brazil,BRA,1870,Latin America,3,Peru,PER,22.686,77.3,3
Brazil,BRA,1880,Latin America,1,Jamaica,JAM,2.966,97.0,2
Brazil,BRA,1880,Latin America,2,Peru,PER,3.253,96.7,2
Brazil,BRA,1880,Latin America,3,Colombia,COL,3.267,96.7,2
Brazil,BRA,1890,Latin America,1,Bolivia,BOL,3.729,96.3,2
Brazil,BRA,1890,Latin America,2,Jamaica,JAM,6.733,93.3,3
Brazil,BRA,1890,Latin America,3,Peru,PER,8.483,91.5,3
Brazil,BRA,1900,Latin America,1,Peru,PER,3.212,96.8,2
Brazil,BRA,1900,Latin America,2,Colombia,COL,4.178,95.8,3
Brazil,BRA,1900,Latin America,3,Bolivia,BOL,8.852,91.1,3
Brazil,BRA,1910,Latin America,1,Peru,PER,5.48,94.5,3
Brazil,BRA,1910,Latin America,2,Venezuela,VEN,7.72,92.3,3
Brazil,BRA,1910,Latin America,3,Bolivia,BOL,9.895,90.1,3
Brazil,BRA,1920,Latin America,1,Venezuela,VEN,6.023,94.0,3
Brazil,BRA,1920,Latin America,2,Peru,PER,6.36,93.6,2
Brazil,BRA,1920,Latin America,3,Colombia,COL,8.602,91.4,3
Brazil,BRA,1930,Latin America,1,Bolivia,BOL,11.095,88.9,3
Brazil,BRA,1930,Latin America,2,Peru,PER,11.425,88.6,2
Brazil,BRA,1930,Latin America,3,Colombia,COL,11.541,88.5,3
