country_name,iso3,year,scheme,peer_rank,peer_name,peer_iso3,distance,similarity_pct,shared_vars
Bolivia,BOL,1940,B,5,South Africa,ZAF,6.538,93.5,3
Bolivia,BOL,1950,B,1,Egypt,EGY,11.992,88.0,5
Bolivia,BOL,1950,B,2,Peru,PER,13.582,86.4,5
Bolivia,BOL,1950,B,3,China,CHN,14.509,85.5,4
Bolivia,BOL,1950,B,4,South Korea,KOR,14.923,85.1,5
Bolivia,BOL,1950,B,5,India,IND,16.622,83.4,5
Bolivia,BOL,1960,B,1,Indonesia,IDN,8.9,91.1,3
Bolivia,BOL,1960,B,2,Egypt,EGY,12.866,87.1,5
Bolivia,BOL,1960,B,3,China,CHN,14.608,85.4,4
Bolivia,BOL,1960,B,4,India,IND,16.69,83.3,5
Bolivia,BOL,1960,B,5,Peru,PER,17.096,82.9,5
Bolivia,BOL,1970,B,1,Peru,PER,15.743,84.3,5
Bolivia,BOL,1970,B,2,Indonesia,IDN,16.487,83.5,3
Bolivia,BOL,1970,B,3,Egypt,EGY,17.44,82.6,5
Bolivia,BOL,1970,B,4,South Africa,ZAF,18.613,81.4,5
Bolivia,BOL,1970,B,5,Brazil,BRA,20.51,79.5,5
Bolivia,BOL,1980,B,1,Indonesia,IDN,13.623,86.4,3
Bolivia,BOL,1980,B,2,Egypt,EGY,16.559,83.4,5
Bolivia,BOL,1980,B,3,Peru,PER,17.581,82.4,5
Bolivia,BOL,1980,B,4,Philippines,PHL,18.695,81.3,5
Bolivia,BOL,1980,B,5,India,IND,20.582,79.4,5
Bolivia,BOL,1990,B,1,Indonesia,IDN,11.507,88.5,3
Bolivia,BOL,1990,B,2,Peru,PER,14.957,85.0,5
Bolivia,BOL,1990,B,3,Philippines,PHL,14.97,85.0,5
Bolivia,BOL,1990,B,4,Egypt,EGY,17.942,82.1,5
Bolivia,BOL,1990,B,5,India,IND,19.8,80.2,5
Bolivia,BOL,2000,B,1,Russia,RUS,10.116,89.9,4
Bolivia,BOL,2000,B,2,Egypt,EGY,13.315,86.7,5
Bolivia,BOL,2000,B,3,Brazil,BRA,13.396,86.6,5
Bolivia,BOL,2000,B,4,Indonesia,IDN,14.403,85.6,3
Bolivia,BOL,2000,B,5,Philippines,PHL,14.511,85.5,5
Brazil,BRA,1820,B,1,Chile,CHL,1.576,98.4,2
Brazil,BRA,1820,B,2,China,CHN,3.143,96.9,2
Brazil,BRA,1820,B,3,Indonesia,IDN,6.495,93.5,2
Brazil,BRA,1820,B,4,Mexico,MEX,10.908,89.1,2
Brazil,BRA,1820,B,5,Peru,PER,14.229,85.8,2
Brazil,BRA,1850,B,1,Colombia,COL,2.548,97.5,2
Brazil,BRA,1850,B,2,Jamaica,JAM,4.543,95.5,2
Brazil,BRA,1850,B,3,Poland,POL,5.246,94.8,3
Brazil,BRA,1850,B,4,Indonesia,IDN,6.688,93.3,2
Brazil,BRA,1850,B,5,Mexico,MEX,7.219,92.8,3
Brazil,BRA,1860,B,1,Colombia,COL,1.867,98.1,2
Brazil,BRA,1860,B,2,Mexico,MEX,2.527,97.5,2
Brazil,BRA,1860,B,3,Jamaica,JAM,6.136,93.9,2
Brazil,BRA,1860,B,4,Poland,POL,8.955,91.0,2
Brazil,BRA,1860,B,5,Peru,PER,9.652,90.3,2
Brazil,BRA,1870,B,1,Indonesia,IDN,4.994,95.0,2
Brazil,BRA,1870,B,2,Jamaica,JAM,6.537,93.5,3
Brazil,BRA,1870,B,3,South Korea,KOR,7.473,92.5,3
Brazil,BRA,1870,B,4,China,CHN,7.925,92.1,4
Brazil,BRA,1870,B,5,Egypt,EGY,8.017,92.0,4
Brazil,BRA,1880,B,1,Colombia,COL,2.64,97.4,3
Brazil,BRA,1880,B,2,Mexico,MEX,4.456,95.5,2
Brazil,BRA,1880,B,3,Bolivia,BOL,4.484,95.5,2
Brazil,BRA,1880,B,4,Egypt,EGY,5.191,94.8,2
Brazil,BRA,1880,B,5,Russia,RUS,5.322,94.7,2
Brazil,BRA,1890,B,1,Indonesia,IDN,4.785,95.2,2
Brazil,BRA,1890,B,2,Bolivia,BOL,4.907,95.1,3
Brazil,BRA,1890,B,3,Russia,RUS,5.253,94.7,2
Brazil,BRA,1890,B,4,Egypt,EGY,6.816,93.2,3
Brazil,BRA,1890,B,5,Philippines,PHL,7.19,92.8,3
Brazil,BRA,1900,B,1,Colombia,COL,4.023,96.0,4
Brazil,BRA,1900,B,2,Peru,PER,4.141,95.9,3
Brazil,BRA,1900,B,3,China,CHN,6.401,93.6,3
Brazil,BRA,1900,B,4,South Korea,KOR,6.77,93.2,2
Brazil,BRA,1900,B,5,Egypt,EGY,7.169,92.8,2
Brazil,BRA,1910,B,1,China,CHN,3.883,96.1,2
Brazil,BRA,1910,B,2,South Korea,KOR,4.836,95.2,2
Brazil,BRA,1910,B,3,Peru,PER,5.89,94.1,4
Brazil,BRA,1910,B,4,Philippines,PHL,6.042,94.0,4
Brazil,BRA,1910,B,5,Indonesia,IDN,6.385,93.6,2
Brazil,BRA,1920,B,1,South Korea,KOR,3.978,96.0,3
Brazil,BRA,1920,B,2,South Africa,ZAF,4.268,95.7,2
Brazil,BRA,1920,B,3,Peru,PER,6.618,93.4,3
Brazil,BRA,1920,B,4,Egypt,EGY,7.285,92.7,2
Brazil,BRA,1920,B,5,Philippines,PHL,8.205,91.8,3
Brazil,BRA,1930,B,1,China,CHN,3.949,96.1,3
Brazil,BRA,1930,B,2,Egypt,EGY,5.352,94.6,3
Brazil,BRA,1930,B,3,South Korea,KOR,5.656,94.3,3
Brazil,BRA,1930,B,4,Philippines,PHL,8.242,91.8,3
Brazil,BRA,1930,B,5,South Africa,ZAF,8.511,91.5,3
Brazil,BRA,1940,B,1,Philippines,PHL,7.425,92.6,3
Brazil,BRA,1940,B,2,Egypt,EGY,7.587,92.4,3
Brazil,BRA,1940,B,3,South Korea,KOR,7.804,92.2,3
Brazil,BRA,1940,B,4,Bolivia,BOL,9.546,90.5,4
Brazil,BRA,1940,B,5,Peru,PER,9.883,90.1,4
Brazil,BRA,1950,B,1,Philippines,PHL,6.961,93.0,5
Brazil,BRA,1950,B,2,Colombia,COL,9.061,90.9,5
Brazil,BRA,1950,B,3,Jamaica,JAM,10.21,89.8,4
Brazil,BRA,1950,B,4,Mexico,MEX,10.431,89.6,5
Brazil,BRA,1950,B,5,Peru,PER,11.329,88.7,5
Brazil,BRA,1960,B,1,Philippines,PHL,8.319,91.7,5
Brazil,BRA,1960,B,2,Colombia,COL,10.012,90.0,5
